cve_ent,case_rate,case_rate_last_60_days,death_rate,death_rate_last_60_days,pct_disability,pct_limitation,pct_mental_problem,pct_no_problems,pct_no_med_insurance,pct_med_insurance,pct_pop_obesity,pct_pop_hypertension,pct_pop_diabetes,average_years_finish,average_household_size,pct_household_tics,pct_household_no_tics,population/sqkm
8047,144.92753623188406,18.115942028985508,18.115942028985508,0.0,5.090579710144928,10.543478260869566,0.3985507246376811,64.0036231884058,26.123188405797105,53.65942028985508,41.44975330381528,22.52800286944224,9.675044803263678,6.41,3.31,89.21130952380952,10.788690476190476,3.068170939201997
8048,652.4456946397875,46.882325363338026,74.23034849195186,3.906860446944835,5.360212533208314,13.392717612126894,1.1486169714017815,69.40928270042194,13.689639006094705,74.97655883731834,46.139573547686624,28.26747429492334,11.423640539981896,7.61,2.93,99.14772727272728,0.8522727272727272,5.270589857127865
8049,1059.696220416814,35.323207347227125,105.9696220416814,0.0,8.654185800070646,19.49841045566937,1.059696220416814,68.95090074178736,9.784528435181915,87.42493818438714,47.64537541404174,25.582633842264904,10.553470054692818,6.82,3.28,93.45238095238096,6.547619047619048,1.4238447749267775
8050,1743.9096850861556,38.6215092097445,145.5733808674985,8.9126559714795,5.650623885918003,11.721628045157455,1.5344622697563874,79.59447415329768,18.575460487225197,79.04783125371361,41.47051475705916,14.696780065586807,9.179457104686657,9.9,3.13,99.49837569271928,0.5016243072807185,25.762634861715547
8051,475.6540242833896,287.89585680310427,62.5860558267618,0.0,5.069470521967705,13.718863437226188,1.2016522718738265,82.22556014519965,25.585179621980224,75.92940292902742,46.92834506713696,17.266842053465087,8.308276202294838,7.19,3.42,90.1977282288599,9.802271771140092,4.468601479170882
8052,3553.807174289905,50.00666755567409,93.3457794372583,3.33377783704494,3.1870916122149624,7.591012134951327,1.046806240832111,70.10934791305507,13.161754900653422,68.40245366048806,46.38257981113976,19.757266799471815,10.86754386087274,8.61,2.98,99.36724263811146,0.6327573618885374,4.415767377862042
8053,428.0155642023346,19.45525291828794,97.27626459143968,0.0,6.22568093385214,12.54863813229572,1.4396887159533074,79.5136186770428,17.15953307392996,81.86770428015564,42.39745031984318,24.38914535697861,10.301740612782234,7.61,3.03,99.2844364937388,0.7155635062611807,13.760442608385915
8054,84.43908323281062,0.0,36.18817852834741,0.0,3.196622436670688,7.334137515078408,0.5669481302774426,81.91797346200241,10.6875753920386,82.0627261761158,47.94022167113114,23.772970307977456,10.499461644586578,6.72,3.53,98.85321100917432,1.146788990825688,3.671867465763958
8055,576.2748722409481,21.746221593998044,135.91388496248777,5.436555398499511,5.610525171251495,14.711318908339678,1.3863216266173752,70.22942263781667,11.808198325540936,79.29759704251387,44.55212844357676,24.51490490256396,9.986318531267017,8.4,3.15,99.43609022556392,0.5639097744360901,9.586873322852918
8056,458.295142071494,0.0,91.65902841429882,45.82951420714941,7.195233730522456,15.169569202566452,0.7332722273143905,72.77726856095326,15.3070577451879,79.9725022914757,42.70762942841312,29.71972648202077,12.31263046045447,6.82,3.05,97.65051395007345,2.3494860499265786,1.8740243063663653
8057,408.997955010225,0.0,0.0,0.0,10.593047034764826,19.67280163599182,1.390593047034765,59.22290388548057,6.012269938650307,83.72188139059304,46.84257723514955,32.051238446585465,12.719486221821995,6.97,2.74,97.49687108886108,2.503128911138924,1.862413203263996
8058,565.3710247349823,35.33568904593639,212.01413427561835,0.0,4.593639575971731,10.49469964664311,0.6713780918727915,79.89399293286219,4.41696113074205,90.81272084805654,44.97154678221074,29.658097052746133,10.580826913794706,8.52,2.9,99.13885898815931,0.8611410118406888,3.240338577833194
8059,854.2348237004725,72.70083605961469,218.1025081788441,0.0,5.434387495456198,13.213376953834969,0.8178844056706652,71.90112686295892,3.453289712831697,87.25917848055252,41.22761523504286,25.86884434816919,9.95233019048566,9.58,3.21,99.03784477228992,0.9621552277100706,11.551061554564576
8060,1296.2322848254407,172.83097131005877,129.62322848254408,17.283097131005878,6.507086069823713,12.945039751123405,1.3307984790874523,79.64051157967508,7.0601451780159,92.58555133079848,41.99546560758008,25.092944046024837,9.776291052644936,9.46,3.35,99.101709649377,0.8982903506230079,33.74721839142963
8061,650.6950606329489,0.0,29.57704821058858,29.57704821058858,6.625258799171843,15.64625850340136,1.1535048802129548,78.26086956521739,8.34072759538598,92.4874297545105,45.42146546937207,31.991592673881986,12.821733448337802,7.0,2.79,97.29950900163666,2.7004909983633385,0.9558067455152348
8062,804.6989720998531,49.9265785609398,205.5800293685756,5.873715124816446,5.732745961820852,10.093979441997062,0.945668135095448,71.29515418502203,12.511013215859032,75.1424375917768,45.7899836585938,24.679816014471843,2.779109966048507,8.86,3.29,99.38087341072416,0.619126589275843,11.255988362867198
8063,385.6591915440651,0.0,142.836737608913,28.567347521782605,4.456506213398086,10.98414512212541,0.6427653192401086,60.1056991858306,9.99857163262391,65.87630338523068,28.31879261375161,29.9298283576257,25.291027146789432,6.98,2.86,91.6219119226638,8.378088077336198,1.6421399525364826
8064,491.80327868852464,0.0,109.2896174863388,0.0,4.590163934426229,9.18032786885246,0.3825136612021858,64.91803278688525,13.661202185792352,65.24590163934427,44.15296460375095,29.89904286046346,11.438604317238106,6.87,3.07,98.51694915254238,1.4830508474576272,3.924160939765304
8065,229.14139371883005,0.0,35.94374803432628,4.4929685042907845,3.66176933099699,5.984634047715325,0.3998741968818798,66.7430471312396,13.977625016848632,62.51067080019769,24.7958275119182,26.80334705499049,24.3806989537488,5.44,3.56,61.7665483399457,38.23345166005429,6.786845895459115
8066,90.49773755656108,45.24886877828055,0.0,0.0,4.886877828054299,11.58371040723982,0.6334841628959276,81.4630467571644,15.837104072398189,82.2473604826546,35.7326480461198,20.41123183837936,9.709687495599349,5.86,3.46,61.795961742826776,38.20403825717322,2.506508871489098
8067,583.9674393912582,0.0,176.9598301185631,0.0,6.016634224031145,12.90037161564325,1.3625906919129358,64.78499380640595,9.768182622544682,74.4823924969032,41.88812740066114,28.651465070021573,11.557116702464985,7.12,2.87,98.61612515042115,1.383874849578821,1.9246406585262712
9002,10076.608371833385,1609.2899586476383,583.1931662100524,6.365668480882183,5.876001674660477,13.8487566135623,1.5566507769788047,85.2558876312613,22.125594639127804,83.56213014854042,35.33850804009982,18.8225490968738,13.660206959033092,11.91,3.21,99.76000238506948,0.2399976149305348,12256.996012102458
9003,7272.908520271661,1023.069304383618,387.81127804074913,6.27058036633052,5.538369520477464,12.330372761885162,1.7853467791726692,80.02546820333401,25.87997144474172,72.80610079234411,33.271438226656585,21.73636438375469,11.442995007531426,12.51,3.2,99.76868894145169,0.2313110585483273,11598.753401377033
9004,7459.623940863525,953.4105070342176,259.7480593967239,3.503345695138857,3.845672617349569,9.355434439890097,1.208654264822906,94.81905219484608,26.4267375343453,82.1894909638705,34.70390817441387,18.34218119653502,9.129620508275016,11.44,3.6,99.7021642729499,0.2978357270501026,2823.6821897655605
9005,7893.764226184761,1433.6850565903717,449.46035020523095,9.261092282111564,5.838056632004126,12.513010135373378,1.5779541822328067,80.54847756988939,25.5658824758893,74.04812539349021,35.74582259263309,20.628230559219,13.528523752203377,11.11,3.42,99.5522629389543,0.4477370610456997,13469.785013954692
9006,8384.265948235367,1684.7755706272646,568.2784818483525,9.395131290611724,6.207642558421211,13.79078312228144,1.6385616815761477,81.9433194268462,27.960926410729748,74.6730113427166,34.17138105586105,22.14222863876413,13.084036950871877,11.52,3.43,99.72646958885493,0.2735304111450901,17150.402469931236
9007,7053.395911213731,1167.9099072402812,380.2702320122101,7.1052809863231605,5.751642338882245,12.875209784798114,1.6127886245002208,81.6574692751677,32.76118379489202,68.2731578457449,35.70035136903216,19.613425809462523,12.757870653934557,10.42,3.61,99.50650818355754,0.4934918164424574,16134.206308843524
