cve_ent,municipality,case_rate,case_rate_last_60_days,death_rate,death_rate_last_60_days,population,pct_disability,pct_limitation,pct_mental_problem,pct_no_problems,average_years_finish,pct_no_med_insurance,pct_med_insurance,average_household_size,pct_household_tics,pct_household_no_tics,pct_pop_0_14_years_old,pct_pop_15_64_years_old,pct_pop_65_more_years_old
4005,Hecelchakan,1245.5669924746994,224.89404030793185,118.21353400801546,5.766513854049534,34683,4.9015367759421045,9.128391430960413,1.0985208891964364,77.59132716316351,9.27,20.456707897240722,71.55955367182769,3.85,92.06368351224219,7.936316487757809,24.654729982988783,59.85353054810714,7.516650808753568
4006,Hopelchen,889.8776418242492,192.9581621302581,86.26364895235069,18.16076820049488,44051,4.340423599918276,8.769380944813966,1.085105899979569,81.90279448820685,7.5,21.572722526162856,73.92567705613948,4.11,82.970413045601,17.029586954398983,29.66334475948333,58.70014301604958,7.162152959070169
4007,Palizada,922.172679367653,314.14673692744225,30.40129712201054,0.0,9868,4.408188082691528,8.725172274017025,0.8208350222942846,74.51357924604784,8.46,12.474665585731657,75.39521686258614,3.41,92.02670856245089,7.973291437549096,24.74665585731658,54.5095257397649,8.73530603972436
4008,Tenabo,938.8097233864208,100.5867560771165,83.82229673093043,0.0,11930,6.353730092204526,12.791282481139984,1.1232187761944676,76.40402347024309,8.75,17.812238055322716,78.16429170159263,3.74,93.77038486627528,6.229615133724723,26.152556580050295,62.078792958927075,7.761944677284157
4009,Escarcega,1871.0134656272148,773.289235372864,66.14694070399244,1.5749271596188676,63495,5.337428143948342,10.259075517757303,1.248917237577762,78.2219072367903,8.18,21.193794786991102,73.10024411370975,3.56,94.45731598645519,5.5426840135448225,28.44475942987637,59.45192534845264,6.4414520828411685
4010,Calakmul,810.1377549412099,378.2744381048451,34.675156826277465,6.3045739684140845,31723,5.403019890930871,9.620779875799892,1.4059199949563408,84.22595593102797,7.43,24.761214260946314,75.12530340762224,3.95,84.70822446186388,15.291775538136122,35.55149260788702,58.698735932919334,5.6867257195095045
4011,Candelaria,465.9086244407044,123.1476540371906,51.31152251549609,0.0,48722,5.141414556052707,10.802101719962234,1.2540536102787243,79.60059110873938,7.25,31.238454907434015,64.81466278067403,3.53,83.34712920460531,16.652870795394687,30.866959484421823,58.44998152785189,6.8018554246541605
5001,Abasolo,707.9646017699115,88.49557522123894,88.49557522123894,0.0,1130,7.345132743362832,11.061946902654867,1.0619469026548671,71.23893805309734,8.94,38.76106194690265,51.32743362831859,2.82,98.89807162534436,1.1019283746556474,18.4070796460177,56.90265486725664,15.132743362831857
5002,Acuña,2306.980393118285,254.3562335664421,237.8077557199507,0.6129065869070895,163157,3.8656018436230135,8.363723284934144,1.089747911520805,86.97389630846362,9.4,19.471429359451324,80.29137579141563,3.45,99.47703838580593,0.5229616141940675,27.961411401288327,67.31369172024492,4.52754095748267
5003,Allende,3027.727180732645,109.2896174863388,165.95830803481076,0.0,24705,4.104432301153612,7.395264116575592,0.9188423396073669,81.39243068204817,9.47,21.477433717870873,71.81946974296702,3.36,99.47445255474453,0.5255474452554744,25.54138838291844,60.44525399716657,7.33859542602712
5004,Arteaga,604.4667739529772,78.50217843545158,82.42728735722416,0.0,25477,4.97703811280763,11.241511951956666,1.0323036464261883,99.07759940338345,9.82,32.700082427287356,83.04745456686423,3.42,98.30881501216263,1.6911849878373681,31.6913294343918,75.30713977312871,9.059151391451113
5005,Candela,976.8637532133675,51.41388174807197,102.82776349614394,0.0,1945,4.5758354755784065,10.38560411311054,0.7197943444730077,69.04884318766067,7.74,15.88688946015424,68.32904884318765,3.49,98.93842887473461,1.0615711252653928,23.496143958868895,50.128534704370175,10.848329048843187
5006,Castaños,1622.6118817063596,94.87045276105732,173.38393090813923,0.0,30568,3.1438105208060714,10.622219314315624,0.8014917560847946,81.07825176655325,9.63,15.097487568699295,80.1164616592515,3.47,98.62752118391217,1.3724788160878387,26.2627584401989,61.68869405914682,7.3377388118293645
5007,Cuatro Cienegas,5600.765916706559,273.54168091362925,143.60938247965532,6.8385420228407305,14623,4.848526294194078,11.632359980852081,0.7112083703754359,70.07454010804896,8.91,17.390412364083975,69.44539424194762,3.36,98.46398305084746,1.5360169491525424,25.138480475962528,53.47056007659167,8.32934418382001
5008,Escobedo,984.1932597673724,59.64807634953773,119.29615269907546,0.0,3353,4.712198031613481,8.38055472711005,0.7754249925439904,77.36355502535042,8.28,32.41872949597375,58.21652251714882,3.36,98.7885462555066,1.2114537444933922,25.648672830301223,55.89024753951685,9.334923948702654
5009,Francisco I. Madero,2515.391653614131,65.1334460245336,178.34157840050867,0.0,64483,4.770249523130127,9.566862583936851,1.0607446923995472,76.69928508289007,9.38,20.166555526262737,71.35058852720873,3.71,98.85512989872302,1.1448701012769706,26.06578478048478,58.77828264813982,6.697889366189538
